Australia,Jan 2010,4
Australia,Feb 2010,3
Australia,Mar 2010,2
Australia,Apr 2010,5
Australia,May 2010,4
Australia,Jun 2010,3
Australia,Jul 2010,2
Australia,Aug 2010,2
Australia,Sep 2010,0
Australia,Oct 2010,4
Australia,Nov 2010,1
Australia,Dec 2010,1
Australia,Jan 2011,3
Australia,Feb 2011,3
Australia,Mar 2011,1
Australia,Apr 2011,2
Australia,May 2011,4
Australia,Jun 2011,0
Australia,Jul 2011,2
Australia,Aug 2011,2
Australia,Sep 2011,9
Australia,Oct 2011,0
Australia,Nov 2011,1
Australia,Dec 2011,1
Australia,Jan 2012,11
Australia,Feb 2012,8
Australia,Mar 2012,1
Australia,Apr 2012,4
Australia,May 2012,5
Australia,Jun 2012,6
Australia,Jul 2012,0
Australia,Aug 2012,0
Australia,Sep 2012,0
Australia,Oct 2012,0
Australia,Nov 2012,0
Australia,Dec 2012,0
Australia,Jan 2013,0
Australia,Feb 2013,4
Australia,Mar 2013,1
Australia,Apr 2013,4
Australia,May 2013,7
Australia,Jun 2013,6
Australia,Jul 2013,5
Australia,Aug 2013,2
Australia,Sep 2013,3
Australia,Oct 2013,7
Australia,Nov 2013,3
Australia,Dec 2013,4
Australia,Jan 2014,14
Australia,Feb 2014,3
Australia,Mar 2014,4
Australia,Apr 2014,6
Australia,May 2014,4
Australia,Jun 2014,2
Australia,Jul 2014,7
Australia,Aug 2014,9
Australia,Sep 2014,1
Australia,Oct 2014,4
Australia,Nov 2014,4
Australia,Dec 2014,2
Australia,Jan 2015,5
Australia,Feb 2015,4
Australia,Mar 2015,11
Australia,Apr 2015,5
Australia,May 2015,4
Australia,Jun 2015,6
Australia,Jul 2015,8
Australia,Aug 2015,14
Australia,Sep 2015,7
Australia,Oct 2015,13
Australia,Nov 2015,5
Australia,Dec 2015,3
Australia,Jan 2016,12
Australia,Feb 2016,6
Australia,Mar 2016,8
Australia,Apr 2016,6
Australia,May 2016,5
Australia,Jun 2016,6
Australia,Jul 2016,1
Australia,Aug 2016,7
Australia,Sep 2016,7
Australia,Oct 2016,11
Australia,Nov 2016,3
Australia,Dec 2016,6
Australia,Jan 2017,9
Australia,Feb 2017,2
Australia,Mar 2017,8
Australia,Apr 2017,6
Australia,May 2017,3
Australia,Jun 2017,7
Australia,Jul 2017,6
Australia,Aug 2017,7
Australia,Sep 2017,3
Australia,Oct 2017,5
Australia,Nov 2017,12
Australia,Dec 2017,10
Australia,Jan 2018,6
Australia,Feb 2018,9
Australia,Mar 2018,4
Canada,Jan 2010,22
Canada,Feb 2010,9
Canada,Mar 2010,15
Canada,Apr 2010,9
Canada,May 2010,17
Canada,Jun 2010,22
Canada,Jul 2010,52
Canada,Aug 2010,17
Canada,Sep 2010,12
Canada,Oct 2010,17
Canada,Nov 2010,7
Canada,Dec 2010,10
Canada,Jan 2011,11
Canada,Feb 2011,7
Canada,Mar 2011,7
Canada,Apr 2011,13
Canada,May 2011,14
Canada,Jun 2011,13
Canada,Jul 2011,11
Canada,Aug 2011,25
Canada,Sep 2011,15
Canada,Oct 2011,13
Canada,Nov 2011,27
Canada,Dec 2011,18
Canada,Jan 2012,19
Canada,Feb 2012,30
Canada,Mar 2012,9
Canada,Apr 2012,33
Canada,May 2012,89
Canada,Jun 2012,44
Canada,Jul 2012,24
Canada,Aug 2012,0
Canada,Sep 2012,0
Canada,Oct 2012,0
Canada,Nov 2012,0
Canada,Dec 2012,0
Canada,Jan 2013,0
Canada,Feb 2013,5
Canada,Mar 2013,8
Canada,Apr 2013,16
Canada,May 2013,30
Canada,Jun 2013,37
Canada,Jul 2013,50
Canada,Aug 2013,58
Canada,Sep 2013,36
Canada,Oct 2013,30
Canada,Nov 2013,15
Canada,Dec 2013,34
Canada,Jan 2014,25
Canada,Feb 2014,26
Canada,Mar 2014,24
Canada,Apr 2014,33
Canada,May 2014,44
Canada,Jun 2014,55
Canada,Jul 2014,57
Canada,Aug 2014,74
Canada,Sep 2014,40
Canada,Oct 2014,28
Canada,Nov 2014,27
Canada,Dec 2014,21
Canada,Jan 2015,38
Canada,Feb 2015,30
Canada,Mar 2015,29
Canada,Apr 2015,53
Canada,May 2015,45
Canada,Jun 2015,81
Canada,Jul 2015,118
Canada,Aug 2015,111
Canada,Sep 2015,51
Canada,Oct 2015,53
Canada,Nov 2015,32
Canada,Dec 2015,28
Canada,Jan 2016,60
Canada,Feb 2016,38
Canada,Mar 2016,68
Canada,Apr 2016,46
Canada,May 2016,50
Canada,Jun 2016,46
Canada,Jul 2016,55
Canada,Aug 2016,59
Canada,Sep 2016,57
Canada,Oct 2016,37
Canada,Nov 2016,32
Canada,Dec 2016,24
Canada,Jan 2017,41
Canada,Feb 2017,28
Canada,Mar 2017,28
Canada,Apr 2017,43
Canada,May 2017,32
Canada,Jun 2017,50
Canada,Jul 2017,63
Canada,Aug 2017,48
Canada,Sep 2017,54
Canada,Oct 2017,54
Canada,Nov 2017,44
Canada,Dec 2017,51
Canada,Jan 2018,43
Canada,Feb 2018,39
Canada,Mar 2018,64
United Kingdom,Jan 2010,8
United Kingdom,Feb 2010,15
United Kingdom,Mar 2010,6
United Kingdom,Apr 2010,9
United Kingdom,May 2010,9
United Kingdom,Jun 2010,7
United Kingdom,Jul 2010,10
United Kingdom,Aug 2010,13
United Kingdom,Sep 2010,3
United Kingdom,Oct 2010,9
United Kingdom,Nov 2010,5
United Kingdom,Dec 2010,5
United Kingdom,Jan 2011,7
United Kingdom,Feb 2011,5
United Kingdom,Mar 2011,6
United Kingdom,Apr 2011,0
United Kingdom,May 2011,11
United Kingdom,Jun 2011,5
United Kingdom,Jul 2011,2
United Kingdom,Aug 2011,16
United Kingdom,Sep 2011,11
United Kingdom,Oct 2011,11
United Kingdom,Nov 2011,7
United Kingdom,Dec 2011,2
United Kingdom,Jan 2012,15
United Kingdom,Feb 2012,9
United Kingdom,Mar 2012,5
United Kingdom,Apr 2012,11
United Kingdom,May 2012,11
United Kingdom,Jun 2012,4
United Kingdom,Jul 2012,2
United Kingdom,Aug 2012,0
United Kingdom,Sep 2012,0
United Kingdom,Oct 2012,0
United Kingdom,Nov 2012,0
United Kingdom,Dec 2012,0
United Kingdom,Jan 2013,0
United Kingdom,Feb 2013,10
United Kingdom,Mar 2013,2
United Kingdom,Apr 2013,5
United Kingdom,May 2013,7
United Kingdom,Jun 2013,11
United Kingdom,Jul 2013,10
United Kingdom,Aug 2013,17
United Kingdom,Sep 2013,14
United Kingdom,Oct 2013,14
United Kingdom,Nov 2013,10
United Kingdom,Dec 2013,14
United Kingdom,Jan 2014,14
United Kingdom,Feb 2014,11
United Kingdom,Mar 2014,12
United Kingdom,Apr 2014,17
United Kingdom,May 2014,8
United Kingdom,Jun 2014,12
United Kingdom,Jul 2014,26
United Kingdom,Aug 2014,42
United Kingdom,Sep 2014,19
United Kingdom,Oct 2014,21
United Kingdom,Nov 2014,14
United Kingdom,Dec 2014,23
United Kingdom,Jan 2015,29
United Kingdom,Feb 2015,19
United Kingdom,Mar 2015,29
United Kingdom,Apr 2015,27
United Kingdom,May 2015,22
United Kingdom,Jun 2015,35
United Kingdom,Jul 2015,36
United Kingdom,Aug 2015,51
United Kingdom,Sep 2015,50
United Kingdom,Oct 2015,45
United Kingdom,Nov 2015,21
United Kingdom,Dec 2015,16
United Kingdom,Jan 2016,26
United Kingdom,Feb 2016,36
United Kingdom,Mar 2016,30
United Kingdom,Apr 2016,19
United Kingdom,May 2016,17
United Kingdom,Jun 2016,17
United Kingdom,Jul 2016,25
United Kingdom,Aug 2016,29
United Kingdom,Sep 2016,25
United Kingdom,Oct 2016,25
United Kingdom,Nov 2016,26
United Kingdom,Dec 2016,20
United Kingdom,Jan 2017,44
United Kingdom,Feb 2017,33
United Kingdom,Mar 2017,17
United Kingdom,Apr 2017,69
United Kingdom,May 2017,37
United Kingdom,Jun 2017,35
United Kingdom,Jul 2017,33
United Kingdom,Aug 2017,30
United Kingdom,Sep 2017,17
United Kingdom,Oct 2017,21
United Kingdom,Nov 2017,41
United Kingdom,Dec 2017,28
United Kingdom,Jan 2018,32
United Kingdom,Feb 2018,33
United Kingdom,Mar 2018,26
United States,Jan 2010,363
United States,Feb 2010,232
United States,Mar 2010,437
United States,Apr 2010,400
United States,May 2010,411
United States,Jun 2010,378
United States,Jul 2010,662
United States,Aug 2010,312
United States,Sep 2010,309
United States,Oct 2010,529
United States,Nov 2010,467
United States,Dec 2010,317
United States,Jan 2011,331
United States,Feb 2011,367
United States,Mar 2011,375
United States,Apr 2011,273
United States,May 2011,332
United States,Jun 2011,369
United States,Jul 2011,417
United States,Aug 2011,933
United States,Sep 2011,697
United States,Oct 2011,597
United States,Nov 2011,538
United States,Dec 2011,449
United States,Jan 2012,668
United States,Feb 2012,560
United States,Mar 2012,351
United States,Apr 2012,589
United States,May 2012,642
United States,Jun 2012,796
United States,Jul 2012,582
United States,Aug 2012,0
United States,Sep 2012,0
United States,Oct 2012,0
United States,Nov 2012,0
United States,Dec 2012,0
United States,Jan 2013,0
United States,Feb 2013,180
United States,Mar 2013,115
United States,Apr 2013,319
United States,May 2013,411
United States,Jun 2013,529
United States,Jul 2013,672
United States,Aug 2013,734
United States,Sep 2013,597
United States,Oct 2013,587
United States,Nov 2013,412
United States,Dec 2013,407
United States,Jan 2014,611
United States,Feb 2014,423
United States,Mar 2014,603
United States,Apr 2014,624
United States,May 2014,631
United States,Jun 2014,597
United States,Jul 2014,751
United States,Aug 2014,630
United States,Sep 2014,633
United States,Oct 2014,647
United States,Nov 2014,429
United States,Dec 2014,403
United States,Jan 2015,587
United States,Feb 2015,480
United States,Mar 2015,551
United States,Apr 2015,550
United States,May 2015,737
United States,Jun 2015,1186
United States,Jul 2015,1039
United States,Aug 2015,835
United States,Sep 2015,769
United States,Oct 2015,772
United States,Nov 2015,638
United States,Dec 2015,501
United States,Jan 2016,492
United States,Feb 2016,480
United States,Mar 2016,441
United States,Apr 2016,408
United States,May 2016,389
United States,Jun 2016,448
United States,Jul 2016,527
United States,Aug 2016,488
United States,Sep 2016,466
United States,Oct 2016,434
United States,Nov 2016,417
United States,Dec 2016,410
United States,Jan 2017,393
United States,Feb 2017,399
United States,Mar 2017,319
United States,Apr 2017,336
United States,May 2017,469
United States,Jun 2017,424
United States,Jul 2017,597
United States,Aug 2017,639
United States,Sep 2017,436
United States,Oct 2017,485
United States,Nov 2017,475
United States,Dec 2017,501
United States,Jan 2018,490
United States,Feb 2018,359
United States,Mar 2018,445
